species,collection_no,collection_name,specimen_ID,part,length,amber,age_ma
Tillyardiopsis tuberculata,111558,Denmark Hill Insect Bed (Dunstan 1915-1916 collection),GSQ 133,elytron,7,not_amber,232.5
Tracheliodes mortuellus,106384,Florissant (MCZ Collection),NA,body,7,not_amber,35.55
Trematothorax ingodensis,123220,Pad Semen (PIN collection 2385),PIN 2385/2395,forewing,7,not_amber,123.955
Triaenodes balticus,123766,Baltic amber (BMNH coll),NA,forewing,7,amber,35.95
Triaplus macroplatus,110765,"Madygen, PIN collection 2971, Madygen (SW area)",PIN 2971/104,elytron,7,not_amber,232.5
Trichobaissodes antennatus,105969,Baissa (PIN collection 3064),PIN 3064/632,forewing,7,not_amber,119
Trichocera (Trichocera) antiqua,120813,Baltic Amber (Museum Ziemi collection),MZ 19980,wing,7,amber,35.95
Trichorhagio gregarius,113371,Daohugou (NIGP collection),NIGP DHG201051,body,7,not_amber,161.7
Trifidella perfecta,106484,Mount Crosby Insect Bed,UQ C945,tegmen,7,not_amber,232.5
Trifidella perfecta,106484,Mount Crosby Insect Bed,UQ F3692,tegmen,7,not_amber,232.5
Trigonalopterus brachycerus,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/3372,body,7,not_amber,161.7
Tshekardomina imbecillissima,108206,"Chekarda, Sylva River (PIN collection 1700)",PIN 1700/608,hindwing,7,not_amber,275.8
Turgoserphus sphenogaster,119499,Turga (PIN collection 1742),PIN 1742/580,body,7,not_amber,123.955
Ufimoprisca mica,103639,"Tyulkino, PIN collection 3474, Kama River",PIN 3474/104,forewing,7,not_amber,275.8
Unda cursoria,123198,Daya (PIN collection 2372),PIN 2372/23,body,7,not_amber,148.55
Undatoma taksha,114316,Undurga river (PIN collection 2587),PIN 2587/73,forewing,7,not_amber,123.955
Verrallites cladurus,106380,"Florissant, Station 13B",NA,body,7,not_amber,35.55
Vrtula sama,103655,Shin-Khuduk (PIN collection 3664),PIN 3364/2201,body,7,not_amber,119
Xiphoxyela striata,106090,"Madygen, PIN collection 2069, Dzhailoucho area",PIN 2069/2,body,7,not_amber,232.5
Xyelecia xiejiaheensis,128550,"Shanwang, Linqu County, collection 79/80 (Beijing Museum)",79048,forewing,7,not_amber,13.789
Xyelyda excellens,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/3332,forewing,7,not_amber,161.7
Zazicia innuba,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9878,body,7,not_amber,119
Zygadenia tuanwangensis,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL69-1,elytron,7,not_amber,119
Zygadenia westraliensis,140828,"Hill River, grid reference 191523",AM F.52315,elytron,7,not_amber,178.4
Jantarivacanthus kotejai,110735,"Baltic Amber, GPIH collection",GPIH 4471,tegmen,7.03,amber,35.95
Donacia (Donacia) lynni,161523,Lynn Creek,Draycot LC16,elytron,7.04,not_amber,0.069
Glyptapis fuscula,123420,"Baltic Amber, University of Gottingen collection",K66 (IMGP),body,7.04,amber,35.95
Aradus lativentris,123221,"Baltic Amber, Humboldt Museum K?hl collection",MfN MBI 1886,body,7.05,amber,35.95
Parapsocus pectinatus,113371,Daohugou (NIGP collection),DHG200042,body,7.05,not_amber,161.7
Curvicaudus spinosus,138325,"Huangbanjigou, Chaomidian Village, CNU 2012 collection",CNU-HET-LB2012090,body,7.06,not_amber,127.725
Agulla protomaculata,132370,Green River (USNM Collection),USNM 52500,forewing,7.1,not_amber,48.25
Amplicella spinata,111725,"Huangbanjigou, Shangyuan Town, NIGP collection",NIGP134822,body,7.1,not_amber,127.725
Ancorale aschemon,122352,Crato (AMNH collection),AMNH 43625,tegmen,7.1,not_amber,117.245
Angaridyela robusta,111725,"Huangbanjigou, Shangyuan Town, NIGP collection",NIGP 131979,forewing,7.1,not_amber,127.725
Anomopterella ovalis,138748,Daohugou (CNU 2012 collection),CNU-HYM-NN2012021,body,7.1,not_amber,161.7
Aphodius charauxi,113685,Menat (Piton collection),Coll. Piton 250,elytron,7.1,not_amber,57.6
Archijassus plurinervis,106313,"Nanligezhuang, Tuanwang Town, Laiyang City (Shandong Prov. Mus.)",Shandong Provincial Museum L85109,body,7.1,not_amber,119
Architipula analiramosa,107323,"Hondelage, Braunschweig (Boreale Zone)",MGITHB fig 392,wing,7.1,not_amber,182.5
Aristoleuctra yehae,113376,Daohugou (CNU 2005 collection),CNU-PLE-NM-2005002,hindwing,7.1,not_amber,161.7
Bembidion festivum,138946,"Shanwang, Linqu County, collection S200",S200287,body,7.1,not_amber,13.789
Bibio anasiformis,109196,Willershausen clay pit (GZG collection),GZG 10582,body,7.1,not_amber,3.094
Bibio nebulosus,109196,Willershausen clay pit (GZG collection),GZG 10581,wing,7.1,not_amber,3.094
Bibio nigricosta,123307,Bes-Konak,MNHN BK 450,wing,7.1,not_amber,21.735
Bibio tenuis,109196,Willershausen clay pit (GZG collection),GZG 14613,body,7.1,not_amber,3.094
Brachyoxyela brevinodia,111714,"Huangbanjigou, Chaomidian Village, CNU 2008 collection",CNU-HYM-NN-2008008,body,7.1,not_amber,127.725
Cassida blancheti,152493,Aix-en-Provence (Musee Blanchet Coll),NA,body,7.1,not_amber,25.565
Chalicoridulum montsecensis,118913,"La Cabrua outcrop, Sierra del Montsec (Ansorge FGWG coll)",GG 410,tegmen,7.1,not_amber,127.725
Coptoclavella purbeckensis,103833,"Durlston Bay, Bed DB175 Clements' Bed, Corbula Beds, Swanage",MNEMG 2003.17,body,7.1,not_amber,142.6
Cretotortor archarensis,114328,Arkhara (PIN collection 2055),PIN 2055/75,elytron,7.1,not_amber,63.8
Cyclorista convexicosta,122568,"Kaltan, outcrop 1300, bed 7 (PIN collection 600)",PIN 600/130,forewing,7.1,not_amber,270.55
Elaphrodites scutulatus,128552,"Shanwang, Linqu County, collection s (Shandong Provincial Museum)",s82636,body,7.1,not_amber,13.789
Elater scudderi,106384,Florissant (MCZ Collection),MCZ 2751,body,7.1,not_amber,35.55
Elis pyrula,128550,"Shanwang, Linqu County, collection 79/80 (Beijing Museum)",79089,forewing,7.1,not_amber,13.789
Eochrysomela indecorata,114060,Geiseltal (GPIUH collection),G 55/113,elytron,7.1,not_amber,44.55
Eodromeus sternalis,123218,"Krasnochikoi well 102, depth 138.2 m (PIN collection 3191)",PIN 3191/5,body,7.1,not_amber,137.5
Eomegophthalmus lithuaniensis,154362,Baltic amber (INHS collection),NA,forewing,7.1,amber,35.95
Eotrichocera (Archaeotrichocera) ephemera,113363,Daohugou (NIGP 2003 collection),NIGP DHG200398,wing,7.1,not_amber,161.7
Epimesoplecia macrostrena,155751,Daohugou (CNU 2013 collection),CNU-DIP-NN2013212,wing,7.1,not_amber,161.7
Eurymyrmex geologicus,138945,"Shanwang, Linqu County, collection SK (Shanwang Fossil Protection Post coll.)",SK000268,forewing,7.1,not_amber,13.789
Formica ungeri,117246,Radoboj (Gr?tz Collection),UMJG&P 77.566,forewing,7.1,not_amber,18.205
Fulgoridium raromaculatum,105002,"Hondelage, Braunschweig",GPIBC fig 165,forewing,7.1,not_amber,182.5
Gesomyrmex breviceps,120798,Grube Messel Pit (Senckenberg SMF collection),SMF MeI 13151,body,7.1,not_amber,44.5
Halictus savenyei,31677,Quilchena,SFU Q-0424,wing,7.1,not_amber,51.9
Helota palmus,128551,"Shanwang, Linqu County, collection 3",830152,body,7.1,not_amber,13.789
Homopterulum jelli,77192,"NMVPL425, Koonwarra",NMVP 103059,body,7.1,not_amber,117.245
Kobdocoris aradinus,104054,"Myangad locality, Section 221/17",PIN 3152/2933,body,7.1,not_amber,119
Kuschelomacer kerneggeri,110735,"Baltic Amber, GPIH collection",GPIH 4520,body,7.1,amber,35.95
Leptotarsus contractus,28006,Las Hoyas Unit 3,MCCM LH 15419,wing,7.1,not_amber,127.725
Leptotarsus contractus,28006,Las Hoyas Unit 3,MCCM LH 15419,body,7.1,not_amber,127.725
Lethoxyela excurva,111725,"Huangbanjigou, Shangyuan Town, NIGP collection",NIGP 131983,body,7.1,not_amber,127.725
Leuctra priscula,21976,Bembridge Marls (A'Court Smith collection),BMNH In.17498,forewing,7.1,not_amber,35.95
Liometopum eremicum,128551,"Shanwang, Linqu County, collection 3",820170,body,7.1,not_amber,13.789
Lithocharis varicolor,122877,Aix-en-Provence (Murchison collection),NA,body,7.1,not_amber,25.565
Litopsychopsis burmitica,111688,Burmese amber (AMNH collection),AMNH Bu-309,forewing,7.1,amber,96.55
Meiatermes araripena,122352,Crato (AMNH collection),AMNH Sa-21,body,7.1,not_amber,117.245
Mesobittacus clavaeformis,105002,"Hondelage, Braunschweig",GPIBC fig 368,forewing,7.1,not_amber,182.5
Mesoplecia plena,155751,Daohugou (CNU 2013 collection),CNU-DIP-NN2013048,wing,7.1,not_amber,161.7
Metabuprestium cretaceum,103657,Bon Tsagaan (PIN collection 3559),PIN 3559/2233,elytron,7.1,not_amber,119
Miracorizus punctatus,113360,Daohugou (CNU 2006 collection),CNU-HE-NN2006002,hemelytron,7.1,not_amber,161.7
Palaeoarthroteles jurassicus,121683,Daohugou (NIGP 2010 collection),DHG201059,body,7.1,not_amber,161.7
Paracosmus (Paracosmus) coquilletti,114150,Florissant (Cockerell Collection),AMNH Fl 18862,wing,7.1,not_amber,35.55
Paraphaenogaster jurinei,117246,Radoboj (Gr?tz Collection),UMJG&P 211 032,forewing,7.1,not_amber,18.205
Penthetria beskonakensis,123307,Bes-Konak,MNHN BK 223 8C,body,7.1,not_amber,21.735
Penthetria fryi,120940,"Tulameen river, 400 yards west of old entry portal",GSC 14418,wing,7.1,not_amber,44.55
Perkunus sudoviorum,123419,"Baltic Amber, Deutsches Entomologische Institut collection",Hoffeins 936,body,7.1,amber,35.95
Perunus bruziorum,110735,"Baltic Amber, GPIH collection",GPIH Grohn 1712,body,7.1,amber,35.95
Pison glyptum,128551,"Shanwang, Linqu County, collection 3",820125,forewing,7.1,not_amber,13.789
Platycoxa armata,105084,Sogyuty (PIN Collection 2903),PIN 2903/222,body,7.1,not_amber,196.05
Plecia pinguis,123945,Rott (Krantz Bonn coll),NA,body,7.1,not_amber,25.715
Pollicitator baisae,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9831,body,7.1,not_amber,119
Probelus (Probelus) scudderi,113439,Karatau-Mikhailovka (PIN collection 2784),PIN 2784/1457,body,7.1,not_amber,161.7
Protoplatycera laticornis,106384,Florissant (MCZ Collection),MCZ 2678,body,7.1,not_amber,35.55
Ptychoptera deleta,117612,Mok&#345;ina (Krottensee),NM-P947,wing,7.1,not_amber,16.435
Ptychoptera miocenica,106380,"Florissant, Station 13B",UCM 8636,body,7.1,not_amber,35.55
Pyrrhocoris tibialis,122010,Rott (Statz coll),NA,body,7.1,not_amber,25.715
Rasnitsyrina culonga,113349,Khasurty (PIN collection 5026),PIN 5026/70,forewing,7.1,not_amber,119
Rugopimpla matrona,105375,Obeshchayushchiy (PIN collection 3901),PIN 3901/23,body,7.1,not_amber,77.05
Scytinoptera kokeni,124101,Letopala River (PIN collection 94),PIN 94/1021,tegmen,7.1,not_amber,270.55
Scytinoptera reducta,104716,Soyana (PIN collection 117),PIN 117/577,hindwing,7.1,not_amber,270.55
Sinosciophila seboa,153157,"Huangbanjigou, Chaomidian Village, CNU 2013 collection",CNU-DIP-LB2013405,body,7.1,not_amber,127.725
Tenthredo miocenica,138944,"Shanwang, Linqu County, collection K0 (Shandong Geological Museum)",Shandong Geological Museum K0130,forewing,7.1,not_amber,13.789
Termitaradus protera,125757,Chiapas amber (Poinar coll),NA,body,7.1,amber,19.5
Ulanocoris femoralis,133754,Ulaan Tologoi (PIN collection 4202),PIN 4202/266,elytron,7.1,not_amber,127.2
Mesolygaeus naevius,124759,"Huangbanjigou, Chaomidian Village, CNU 2011 collection",CNU-HET-LB2011220,hemelytron,7.12,not_amber,127.725
Perunopterum lepidum,114186,"Obora, southern edge of ravine",CUP 128/1962,forewing,7.13,not_amber,292.8
Hipporhinus schaumii,122876,Aix-en-Provence (Zurich Museum collection),NA,elytron,7.15,not_amber,25.565
Hydrophilopsia longitarsalis,114307,Daya locality (PIN collection 3063),PIN 3063/614,body,7.15,not_amber,148.55
Hymenorus haydeni,106384,Florissant (MCZ Collection),MCZ 2683,body,7.15,not_amber,35.55
Orthoscytina pallida,124604,Suriekova II (PIN collection 674),PIN 674/14,forewing,7.15,not_amber,270.55
Phytonomus firmus,122877,Aix-en-Provence (Murchison collection),NA,elytron,7.15,not_amber,25.565
Raaschia oklahomensis,104816,Midco Locality 3 (ESU Collection),"TIIA-05-01-2003-005a,b",forewing,7.15,not_amber,284.7
Scytoneura elliptica,116933,Letopala River (PIN collection 117),PIN 117/1847,forewing,7.15,not_amber,270.55
Peregrinpachymeridium comitcola,113366,Daohugou (CNU 2010 collection),CNU-HET-NN2010177,body,7.16,not_amber,161.7
Bellicoris mirabilis,111710,"Huangbanjigou, Chaomidian Village, CNU 2006 collection",CNU-HE-LB2006267,body,7.17,not_amber,127.725
Gurvanhelorus beipiaoensis,138325,"Huangbanjigou, Chaomidian Village, CNU 2012 collection",CNU-HYM-LB-2012003,body,7.18,not_amber,127.725
Perunopterum corium,114186,"Obora, southern edge of ravine",CUP 3/1962,forewing,7.19,not_amber,292.8
Ademosyne cameroni,111777,Denmark Hill Insect Bed (Dunstan 1909 collection),GSQI46,elytron,7.2,not_amber,232.5
Akainalepidopteron elachipteron,138748,Daohugou (CNU 2012 collection),CNU-LEP-NN2012024,body,7.2,not_amber,161.7
Allopterus mayorgai,28006,Las Hoyas Unit 3,LH-18571,hindwing,7.2,not_amber,127.725
Antemnacrassa nebulosa,113403,Baissa (PIN collection 1668),PIN 1668/1809,elytron,7.2,not_amber,119
Anteonopsis antiquus,105375,Obeshchayushchiy (PIN collection 3901),PIN 3901/130,body,7.2,not_amber,77.05
Aphanocoris femoratus,119499,Turga (PIN collection 1742),PIN 1742/83,body,7.2,not_amber,123.955
Aphrophora pulchra,121473,"Brunstatt, horizon d2",A. antiqua d2 type,hemelytron,7.2,not_amber,31.15
Archidermapteron martynovi,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/285,tegmen,7.2,not_amber,161.7
Asthenohymen gracilis,111219,"Elmo, YPM 1921 collection",YPM 5045,forewing,7.2,not_amber,284.7
Baleyopteryx orthoclada,122950,Ust-Baley Locality (PIN collection 1670),PIN 1670/362,body,7.2,not_amber,178.4
Brochocoleus rostratus,103274,Kzyl-Zhar Locality (PIN collection 2383),PIN 2383/94,elytron,7.2,not_amber,91.85
Calosargus (Calosargus) antiquus,112664,Daohugou (CNU 2007 collection),CNU-DB-NN2007007,wing,7.2,not_amber,161.7
Chilosia scudderi,151575,"Station 22, Roan Plateau",NA,wing,7.2,not_amber,48.25
Choristopanorpa ridibunda,110765,"Madygen, PIN collection 2971, Madygen (SW area)",PIN 2971/644,forewing,7.2,not_amber,232.5
Clerus adonis,115304,Oeningen (Lavater'schen collection),C. adonis Oeningen type,elytron,7.2,not_amber,12.154
Coleoscyta rotundata,116933,Letopala River (PIN collection 117),PIN 117/1993,hindwing,7.2,not_amber,270.55
Corynecoris semigranulatus,107552,"Hattorf, Fallersleben (Elegans)",MGITHB fig 113,wing,7.2,not_amber,182.5
Curche pauli,139928,Baltic Amber (Alekseev coll),AWI-100,body,7.2,amber,35.95
Curtelater wui,111710,"Huangbanjigou, Chaomidian Village, CNU 2006 collection",CNU-C-LB2006830,elytron,7.2,not_amber,127.725
Dermelytron conservativum,107958,Belmont (BMNH collection),BMNH In 45725,forewing,7.2,not_amber,253.17
Dicronemoura furcata,114993,"Klein Lehmhagen pit, Grimmen",LGA 1278,forewing,7.2,not_amber,182.5
Dischysma maculata,113355,"Bon Tsagaan (PIN collection 3559, outcrop 87/8)",PIN 3559/4492,body,7.2,not_amber,119
Dolichoderus jiaoyanshanensis,128550,"Shanwang, Linqu County, collection 79/80 (Beijing Museum)",Beijing Museum of Natural History 79087,body,7.2,not_amber,13.789
Dryomyza shanwangensis,128551,"Shanwang, Linqu County, collection 3",840116,body,7.2,not_amber,13.789
Electrotermes flecki,123850,Le Quesnoy amber,MNHN PA 2542,forewing,7.2,amber,51.9
Ellinaphis eserta,125413,"Baissa (PIN collection 4210, layer 2)",PIN 4210/2561,forewing,7.2,not_amber,119
Eodromeus antiquus,106101,Karatau-Mikhailovka (PIN collection 2239),PIN 2239/897,body,7.2,not_amber,161.7
Eodromeus viriosus,151876,Zhixin Forest Farm,NIGP 124655,body,7.2,not_amber,106.75
Eogrigoriora gracilis,124003,Baltic amber (Zoological Institute ZIN collection),ZIN Balt. 5,body,7.2,amber,35.95
Eoptychopterina omissa,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/3533,body,7.2,not_amber,161.7
Eremochaetosoma mongolicum,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/1515,body,7.2,not_amber,119
Eremomukha (Eremocreta) sorosi,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9932,wing,7.2,not_amber,119
Eusarcoris prodromus,121473,"Brunstatt, horizon d2",Foerster prodromus d2 specimen,hemelytron,7.2,not_amber,31.15
Eutermes debilis,117251,East Africa Copal (Zurich Univ. coll),T. debilis Zurich type,wing,7.2,amber,0.00585
Friccomelissa schopowi,153456,"Grube Messel grid square E8/9, 0.3-0.9 m above alpha marker",MeI 11036,body,7.2,not_amber,44.5
Fulgoridium (Compactofulgoridium) fronterotundum,107321,"Grassel, Braunschweig",GPIBC fig 137,wing,7.2,not_amber,182.5
Gazimuria scutellata,149319,Gazimur (PIN collection 1328),PIN 1328/4,elytron,7.2,not_amber,148.55
Gesomyrmex breviceps,120798,Grube Messel Pit (Senckenberg SMF collection),SMF MeI 11054,body,7.2,not_amber,44.5
Gulou carpenteri,139576,"Xiaheyan, Zhongwei County (CNU coll)",CNU-NX1-144,hindwing,7.2,not_amber,319.2
Gurvanomyia rohdendorfi,157233,"Zhongguan village, Longhua County",Beijing Museum of Natural History HZ90/3,body,7.2,not_amber,127.2
Helius stavropolensis,105571,"Vishnevaya Balka creek, Karagan, Stavropol (PIN collection 254)",PIN 254/231,wing,7.2,not_amber,13.789
Helius verticillis,105571,"Vishnevaya Balka creek, Karagan, Stavropol (PIN collection 254)",PIN 254/2507,wing,7.2,not_amber,13.789
Jurodes daohugouensis,113371,Daohugou (NIGP collection),NIGP 154975,body,7.2,not_amber,161.7
Karadromeus rostratus,106279,Karatau-Mikhailovka (PIN collection 2904),PIN 2904/873,body,7.2,not_amber,161.7
Karataviella brachyptera,122330,Karatau-Galkino (PIN collection 2231),NA,body,7.2,not_amber,161.7
Lemmatophora typa,111219,"Elmo, YPM 1921 collection",YPM 5115,forewing,7.2,not_amber,284.7
Lemmatophora typa,111219,"Elmo, YPM 1921 collection",YPM 5115,body,7.2,not_amber,284.7
Lemmatophora typa,111219,"Elmo, YPM 1921 collection",Unknown specimen 3,forewing,7.2,not_amber,284.7
Lemmatophora typa,111219,"Elmo, YPM 1921 collection",Unknown specimen 4,forewing,7.2,not_amber,284.7
Leptotarsus grimaldii,122352,Crato (AMNH collection),AMNH SA 46358,body,7.2,not_amber,117.245
Lethoxyela vulgata,111725,"Huangbanjigou, Shangyuan Town, NIGP collection",NIGP 131984,forewing,7.2,not_amber,127.725
Liadytes dajensis,114307,Daya locality (PIN collection 3063),PIN 1063(?)/739,hindwing,7.2,not_amber,148.55
Liaoximordella hongi,156322,"Daxinfangzi, Lingyuan County",Beijing Museum of Natural History 899004,body,7.2,not_amber,123.955
Limnophila umbonata,122010,Rott (Statz coll),NA,body,7.2,not_amber,25.715
Limnoxenus olenus,127415,Aix-en-Provence (Coll. Nel),MNHN A32836,elytron,7.2,not_amber,25.565
Litholacon ohiri,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/420,body,7.2,not_amber,161.7
Lufengnacta corrugis,165251,"YH 4983/1-9, Lufeng County",NIGP 24357,body,7.2,not_amber,218.25
Maleojassus primitivus,113632,"Ardtun Head, Isle of Mull",BMNH In 37250,tegmen,7.2,not_amber,57.6
Megapelecinus nashi,111710,"Huangbanjigou, Chaomidian Village, CNU 2006 collection",CNU-HY-LB2006040,forewing,7.2,not_amber,127.725
Mesochorista australica,122416,Belmont (Pincombe 1925 coll),Pincombe P.157,forewing,7.2,not_amber,253.17
Mesoplecia sinica,113371,Daohugou (NIGP collection),DHG200381,wing,7.2,not_amber,161.7
Mesosciophila eucalla,113363,Daohugou (NIGP 2003 collection),DHG200393,body,7.2,not_amber,161.7
Mesosciophilopsis expletus,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9752,body,7.2,not_amber,119
Mesosolva balyshevae,105426,Karatau-Mikhailovka (PIN collection 2997),PIN 2997/991,body,7.2,not_amber,161.7
Mesothoris clathrata,111777,Denmark Hill Insect Bed (Dunstan 1909 collection),GSQI48,elytron,7.2,not_amber,232.5
Mesoxytelus mandibularis,105970,Karatau-Mikhailovka (PIN collection 2554),PIN 2554/664,body,7.2,not_amber,161.7
Miomatoneura frigida,116535,Soyana (PIN collection 2050),PIN 2050/20,forewing,7.2,not_amber,270.55
Notocupes brachycephalus,124339,Bakhar  outcrop 268  (PIN collection 3791),PIN 3791/3811,elytron,7.2,not_amber,168.2
Oligochlora grimaldii,122982,Dominican amber (AMNH coll),AMNH DR-14-839,body,7.2,amber,17.13
Ovrabites ovalis,106279,Karatau-Mikhailovka (PIN collection 2904),PIN 2904/872,body,7.2,not_amber,161.7
